x,A,B,C,D,E,F,G,H,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.00,6.50,0.00,7.00,2.00,3.00,6.00,3.00,4.00,6.00,5.62,0.75,6.58,2.87,2.33,5.67,2.63,3.21,6.34,6.09,0.40,6.86,2.89,2.25,5.32,3.35,3.72,5.97,5.82,0.11,5.92,3.33,2.15,4.58,3.89,3.42,5.89,5.26,0.89,5.73,3.57,1.16,4.00,4.80,3.61,4.99,5.90,0.02,4.96,3.75,0.45,4.00,4.03,3.35,4.77,6.33,0.07,5.60,4.64,1.45,3.08,4.04,4.20,5.69,5.95,0.33,5.91,5.21,1.86,2.88,4.22,4.02,6.11
12.00,6.60,1.00,6.00,3.00,2.00,5.00,2.00,5.00,7.00,7.57,0.20,6.32,3.01,2.80,5.70,2.05,4.78,7.29,7.68,0.35,6.62,2.05,3.15,6.24,2.37,4.18,6.36,8.67,-0.61,7.49,2.65,3.18,5.95,2.30,3.47,6.14,8.10,-0.07,7.46,3.32,2.33,5.37,2.64,4.43,6.41,7.67,0.90,7.87,4.31,2.73,6.29,2.70,5.43,5.78,6.76,1.20,6.98,5.21,3.51,5.62,2.46,5.22,5.51,7.28,1.16,7.07,5.13,2.92,5.93,1.71,4.79,5.72
13.00,6.70,2.00,5.00,4.00,4.00,4.00,3.00,4.00,6.00,5.94,1.80,5.43,3.36,3.26,3.20,3.03,3.52,6.08,5.50,2.26,5.75,3.14,4.26,2.88,3.64,2.83,5.31,6.28,1.58,4.98,3.76,3.55,1.98,3.40,2.22,5.94,5.48,1.12,4.85,3.66,2.83,2.45,3.07,2.40,5.68,5.85,1.56,5.25,4.14,3.05,2.57,2.82,1.94,5.01,6.21,0.64,5.42,4.70,3.29,2.75,2.68,2.71,4.43,7.20,-0.20,4.52,3.83,2.84,2.82,2.35,2.90,3.45
14.00,5.00,3.00,6.00,3.00,5.00,5.00,4.00,5.00,7.00,4.59,2.44,6.39,2.37,5.92,5.14,4.24,4.70,7.30,5.45,3.26,5.47,2.24,6.19,6.08,4.40,5.24,7.08,4.63,2.96,5.57,2.38,5.27,6.72,3.59,4.35,6.46,3.75,3.66,6.21,1.86,4.52,5.78,4.26,5.27,6.35,2.96,3.64,6.83,1.21,3.56,5.80,4.93,5.73,6.28,3.46,3.15,7.64,1.38,4.46,5.01,5.89,5.27,5.55,4.45,3.97,6.95,1.47,5.11,5.28,5.53,6.26,6.46
15.00,4.00,4.00,7.00,2.00,6.00,6.00,3.00,4.00,6.00,4.78,4.12,6.34,1.34,5.87,6.91,3.67,4.01,5.65,4.54,3.71,7.02,0.85,4.95,6.30,2.93,3.16,6.19,5.14,3.88,6.94,0.28,4.11,5.72,3.03,3.36,5.32,5.12,3.63,6.29,0.31,4.66,5.82,2.93,2.97,6.26,5.03,3.63,6.76,-0.32,4.87,5.22,3.55,3.39,6.13,6.00,3.16,7.04,-1.30,4.87,5.46,2.98,3.08,5.36,6.17,2.80,6.98,-1.13,5.09,4.49,2.02,2.13,5.95
16.00,3.00,4.00,6.00,3.00,7.00,5.00,2.00,5.00,7.00,2.74,3.83,5.62,3.92,7.88,5.87,1.22,4.98,7.58,1.85,3.94,4.70,4.22,7.39,6.09,0.92,3.99,8.19,2.02,4.57,4.51,4.00,7.57,6.13,0.06,3.36,7.98,1.97,5.33,4.70,3.21,7.93,5.25,-0.34,3.97,8.95,1.14,5.68,4.19,3.70,8.86,6.00,-0.19,3.85,8.64,0.84,6.56,3.52,3.48,9.38,6.47,-1.14,3.03,7.90,1.05,5.99,2.56,3.46,9.70,7.25,-2.07,2.96,8.60
17.00,2.00,3.00,5.00,4.00,8.00,4.00,3.00,4.00,6.00,1.92,2.24,4.34,3.63,8.36,4.88,3.72,3.06,5.46,1.34,1.89,4.66,2.75,9.34,4.86,4.64,2.52,4.83,1.55,1.58,4.90,2.30,8.41,4.01,3.67,1.57,4.41,2.06,1.28,4.83,2.09,7.62,3.74,3.54,2.43,5.23,2.12,0.71,5.69,2.82,8.50,3.95,3.24,2.11,5.02,1.90,0.36,5.99,2.80,8.43,3.76,2.56,2.98,5.73,1.01,-0.26,5.71,3.03,7.55,4.47,2.03,2.00,5.71
18.00,1.20,2.00,6.00,3.00,7.00,5.00,4.00,5.00,7.00,1.42,2.58,6.86,2.77,6.27,5.93,4.36,5.68,6.34,1.91,2.62,6.97,2.17,7.12,6.66,4.92,5.10,6.79,2.25,2.15,7.75,1.39,7.48,5.83,5.18,4.80,7.33,2.65,1.86,7.47,0.43,6.50,5.92,5.20,5.42,6.52,1.98,1.14,7.77,0.85,5.52,6.74,6.17,5.20,5.76,2.52,1.64,7.46,0.02,6.10,5.79,6.62,4.95,4.77,1.89,1.50,7.82,-0.89,6.72,6.73,7.59,4.36,4.79
19.00,0.60,1.00,7.00,2.00,8.00,6.00,3.00,4.00,6.00,0.24,1.80,6.36,2.28,8.42,6.70,3.19,4.41,6.15,0.73,1.40,7.30,2.83,9.03,6.92,2.88,5.06,6.17,0.39,0.57,7.94,2.17,10.00,6.94,3.76,5.32,6.28,0.64,0.40,7.15,1.73,9.03,7.50,3.53,5.47,5.62,1.23,-0.51,8.09,2.30,8.32,7.35,2.60,5.78,6.06,0.54,-0.39,7.81,1.37,7.41,7.54,2.25,6.13,5.47,1.32,-0.11,8.05,1.46,7.71,7.15,3.03,6.62,5.87
20.00,0.10,0.00,6.00,3.00,7.00,5.00,2.00,5.00,7.00,-0.29,0.29,6.42,2.54,6.29,5.31,1.58,5.15,6.33,0.12,-0.70,5.60,1.84,5.59,4.90,1.26,5.61,5.78,0.22,-1.26,5.33,1.16,6.15,5.05,1.80,6.31,6.72,-0.70,-1.47,5.36,1.39,5.57,4.34,0.91,5.86,6.41,-1.45,-0.65,4.61,1.10,5.69,4.24,1.90,5.35,5.57,-0.90,0.22,4.19,1.40,4.69,4.96,1.76,5.66,5.55,0.10,0.97,3.23,0.52,5.64,5.38,1.38,5.68,6.44
