x,A,B,C,D,E,F,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.00,6.50,0.00,7.00,2.00,3.00,6.00,3.00,6.41,-0.24,7.57,1.69,2.84,5.04,3.00,5.91,-0.30,7.31,2.14,3.12,4.16,3.94,5.27,-0.82,7.34,1.67,3.19,5.03,3.18,4.99,-0.65,6.89,2.58,2.43,4.30,2.78,4.40,-0.81,6.45,3.37,1.45,4.85,2.23,5.36,-0.99,6.02,2.94,0.53,5.17,2.44,6.23,-1.50,5.86,3.74,-0.21,6.06
12.00,6.60,1.00,6.00,3.00,2.00,5.00,2.00,6.43,0.98,5.81,3.07,2.23,4.62,2.84,7.06,0.05,5.60,2.45,1.61,4.25,3.34,6.87,-0.44,5.20,2.64,2.33,4.13,4.24,7.44,-0.20,4.95,3.38,2.05,4.05,3.69,7.05,-0.41,4.18,2.96,2.21,3.78,4.26,7.75,0.46,3.19,3.69,2.44,3.49,4.91,7.78,0.44,2.71,2.91,2.49,3.25
13.00,6.70,2.00,5.00,4.00,4.00,4.00,3.00,6.69,2.18,4.81,3.66,4.69,3.32,3.04,7.38,2.20,4.99,4.01,5.24,4.05,3.77,6.65,1.70,4.39,3.03,6.23,4.30,3.29,5.68,1.15,5.27,2.63,5.39,4.84,3.68,5.36,1.85,4.55,2.41,5.70,5.03,2.87,5.34,2.81,4.80,1.91,5.75,5.24,3.43,4.83,1.95,4.65,1.91,6.58,4.30
14.00,5.00,3.00,6.00,3.00,5.00,5.00,4.00,4.51,2.89,5.05,2.75,4.51,4.53,3.86,4.51,2.57,5.79,1.96,4.07,4.48,3.47,4.81,2.92,6.34,2.36,3.82,4.13,2.77,4.33,3.48,5.90,2.72,3.62,4.00,2.47,3.56,2.55,5.88,3.33,4.36,4.15,2.15,3.51,2.00,6.41,3.50,5.03,4.34,1.28,2.64,1.74,6.66,4.43,5.23,4.38
15.00,4.00,4.00,7.00,2.00,6.00,6.00,3.00,4.04,4.99,6.95,1.48,5.06,5.89,2.21,4.49,5.25,7.70,1.80,6.02,4.99,2.52,5.05,6.17,6.81,2.49,5.85,5.98,1.68,5.32,7.03,7.14,3.02,5.35,6.15,1.23,6.06,7.58,6.63,3.78,5.20,5.78,0.84,5.79,8.34,6.70,3.62,5.22,5.45,1.61,6.17,7.51,7.10,4.02,5.93,6.15
16.00,3.00,4.00,6.00,3.00,7.00,5.00,2.00,3.75,3.49,5.96,3.47,6.74,5.50,2.88,4.09,3.26,5.91,3.54,5.90,6.33,3.67,4.71,2.42,6.66,3.26,6.59,5.69,3.77,4.96,2.32,6.16,4.26,7.12,5.06,3.58,4.97,2.22,6.45,4.81,7.96,4.91,4.06,5.23,2.39,5.94,4.37,8.96,4.38,4.04,6.17,2.16,6.26,4.31,8.95,4.26
17.00,2.00,3.00,5.00,4.00,8.00,4.00,3.00,2.66,3.36,5.10,3.97,7.92,3.94,3.32,2.12,3.00,4.66,3.71,8.71,3.01,3.48,2.54,3.78,5.03,2.99,9.25,2.10,4.17,1.80,3.34,4.48,2.44,9.06,2.55,3.18,2.18,4.13,4.20,1.71,9.27,1.80,3.99,1.60,3.39,4.09,1.33,9.87,2.72,3.63,0.70,2.92,4.44,1.62,9.98,2.96
18.00,1.20,2.00,6.00,3.00,7.00,5.00,4.00,2.10,2.40,6.10,2.49,7.74,5.22,3.29,2.22,2.78,6.41,3.28,7.16,5.40,3.94,1.35,3.17,5.98,2.67,7.83,5.47,3.51,1.30,2.72,6.22,2.31,7.82,6.38,3.85,1.30,3.20,6.18,3.05,7.64,5.41,4.65,0.78,3.54,6.83,3.03,7.90,4.69,4.33,0.95,3.38,6.44,3.22,7.78,3.91
19.00,0.60,1.00,7.00,2.00,8.00,6.00,3.00,0.97,1.31,6.02,1.86,8.88,5.54,2.16,1.44,1.59,6.35,1.43,8.55,5.45,2.41,1.12,1.64,5.53,0.89,7.55,5.77,2.57,1.84,0.91,5.06,0.33,7.90,5.19,2.18,2.80,1.32,5.24,0.49,7.54,4.63,1.60,2.84,1.76,5.34,1.37,7.74,4.06,0.76,3.08,1.39,5.61,2.03,6.96,3.10
20.00,0.10,0.00,6.00,3.00,7.00,5.00,2.00,-0.52,0.80,6.48,2.81,7.19,4.87,2.98,-0.83,0.89,6.66,3.28,6.77,4.06,1.98,-0.09,1.26,6.15,2.58,6.92,3.84,2.35,0.64,0.47,6.12,3.22,7.14,4.50,2.70,-0.03,-0.03,6.17,2.33,7.32,3.98,3.69,-0.96,0.28,5.84,2.92,8.26,3.32,4.54,-0.64,0.90,6.22,2.93,8.86,3.93
